txid1042646[ORGN]	Scombriformes	gi|1491824570|gb|MH018252.1|	76.07	163	38	1	1	162	15871	16033	6e-27	 115

txid1042646[ORGN]	Scombriformes	gi|906357247|dbj|AB969867.1|	76.07	163	38	1	1	162	1	163	6e-27	 115

txid1042646[ORGN]	Scombriformes	gi|2186980130|gb|MW288642.1|	76.07	163	38	1	1	162	321	483	6e-27	 115

txid1042646[ORGN]	Scombriformes	gi|49658480|dbj|AB182305.1|	76.07	163	38	1	1	162	321	483	6e-27	 115

txid1042646[ORGN]	Scombriformes	gi|49658466|dbj|AB182304.1|	76.07	163	38	1	1	162	321	483	6e-27	 115

txid195615[ORGN]	Clupeiformes	gi|985563409|dbj|LC092092.1|	73.53	170	34	11	1	166	1	163	9e-17	87.8

txid195615[ORGN]	Clupeiformes	gi|2491777301|gb|OQ846496.1|	73.53	170	34	11	1	166	1	163	9e-17	87.8

txid195615[ORGN]	Clupeiformes	gi|153581782|emb|AM749129.1|	73.53	170	34	11	1	166	316	478	9e-17	87.8

txid195615[ORGN]	Clupeiformes	gi|153581768|emb|AM749128.1|	73.53	170	34	11	1	166	316	478	9e-17	87.8

txid195615[ORGN]	Clupeiformes	gi|153581754|emb|AM749127.1|	73.53	170	34	11	1	166	316	478	9e-17	87.8

txid195615[ORGN]	Gadiformes	gi|985563409|dbj|LC092092.1|	76.07	163	37	2	1	162	1	162	8e-24	 112

txid195615[ORGN]	Gadiformes	gi|2491777301|gb|OQ846496.1|	76.07	163	37	2	1	162	1	162	8e-24	 112

txid195615[ORGN]	Gadiformes	gi|153581782|emb|AM749129.1|	76.07	163	37	2	1	162	316	477	8e-24	 112

txid195615[ORGN]	Gadiformes	gi|153581768|emb|AM749128.1|	76.07	163	37	2	1	162	316	477	8e-24	 112

txid195615[ORGN]	Gadiformes	gi|153581754|emb|AM749127.1|	76.07	163	37	2	1	162	316	477	8e-24	 112

txid195615[ORGN]	Perciformes	gi|985563409|dbj|LC092092.1|	78.66	164	21	14	1	150	1	164	3e-29	 129

txid195615[ORGN]	Perciformes	gi|2491777301|gb|OQ846496.1|	78.66	164	21	14	1	150	1	164	3e-29	 129

txid195615[ORGN]	Perciformes	gi|153581782|emb|AM749129.1|	78.66	164	21	14	1	150	316	479	3e-29	 129

txid195615[ORGN]	Perciformes	gi|153581768|emb|AM749128.1|	78.66	164	21	14	1	150	316	479	3e-29	 129

txid195615[ORGN]	Perciformes	gi|153581754|emb|AM749127.1|	78.66	164	21	14	1	150	316	479	3e-29	 129

txid195615[ORGN]	Salmoniformes	gi|985563409|dbj|LC092092.1|	76.33	169	37	3	1	168	1	167	6e-25	 114

txid195615[ORGN]	Salmoniformes	gi|2491777301|gb|OQ846496.1|	76.33	169	37	3	1	168	1	167	6e-25	 114

txid195615[ORGN]	Salmoniformes	gi|153581782|emb|AM749129.1|	76.33	169	37	3	1	168	316	482	6e-25	 114

txid195615[ORGN]	Salmoniformes	gi|153581768|emb|AM749128.1|	76.33	169	37	3	1	168	316	482	6e-25	 114

txid195615[ORGN]	Salmoniformes	gi|153581754|emb|AM749127.1|	76.33	169	37	3	1	168	316	482	6e-25	 114

txid195615[ORGN]	Ovalentaria	gi|985563409|dbj|LC092092.1|	78.53	163	34	1	1	162	1	163	2e-30	 133

txid195615[ORGN]	Ovalentaria	gi|2491777301|gb|OQ846496.1|	78.53	163	34	1	1	162	1	163	2e-30	 133

txid195615[ORGN]	Ovalentaria	gi|153581782|emb|AM749129.1|	78.53	163	34	1	1	162	316	478	2e-30	 133

txid195615[ORGN]	Ovalentaria	gi|153581768|emb|AM749128.1|	78.53	163	34	1	1	162	316	478	2e-30	 133

txid195615[ORGN]	Ovalentaria	gi|153581754|emb|AM749127.1|	78.53	163	34	1	1	162	316	478	2e-30	 133

txid195615[ORGN]	Cypriniformes	gi|985563409|dbj|LC092092.1|	73.03	178	36	12	1	175	1	169	5e-20	98.7

txid195615[ORGN]	Cypriniformes	gi|2491777301|gb|OQ846496.1|	73.03	178	36	12	1	175	1	169	5e-20	98.7

txid195615[ORGN]	Cypriniformes	gi|153581782|emb|AM749129.1|	73.03	178	36	12	1	175	316	484	5e-20	98.7

txid195615[ORGN]	Cypriniformes	gi|153581768|emb|AM749128.1|	73.03	178	36	12	1	175	316	484	5e-20	98.7

txid195615[ORGN]	Cypriniformes	gi|153581754|emb|AM749127.1|	73.03	178	36	12	1	175	316	484	5e-20	98.7

txid195615[ORGN]	Pleuronectiformes	gi|985563409|dbj|LC092092.1|	97.04	169	4	1	1	168	1	169	3e-74	 279

txid195615[ORGN]	Pleuronectiformes	gi|2491777301|gb|OQ846496.1|	97.04	169	4	1	1	168	1	169	3e-74	 279

txid195615[ORGN]	Pleuronectiformes	gi|153581782|emb|AM749129.1|	97.04	169	4	1	1	168	316	484	3e-74	 279

txid195615[ORGN]	Pleuronectiformes	gi|153581768|emb|AM749128.1|	97.04	169	4	1	1	168	316	484	3e-74	 279

txid195615[ORGN]	Pleuronectiformes	gi|153581754|emb|AM749127.1|	97.04	169	4	1	1	168	316	484	3e-74	 279

txid195615[ORGN]	Argentiniformes	gi|985563409|dbj|LC092092.1|	80.36	168	30	3	1	166	1	167	1e-33	 144

txid195615[ORGN]	Argentiniformes	gi|2491777301|gb|OQ846496.1|	80.36	168	30	3	1	166	1	167	1e-33	 144

txid195615[ORGN]	Argentiniformes	gi|153581782|emb|AM749129.1|	80.36	168	30	3	1	166	316	482	1e-33	 144

txid195615[ORGN]	Argentiniformes	gi|153581768|emb|AM749128.1|	80.36	168	30	3	1	166	316	482	1e-33	 144

txid195615[ORGN]	Argentiniformes	gi|153581754|emb|AM749127.1|	80.36	168	30	3	1	166	316	482	1e-33	 144

txid195615[ORGN]	Chimaeriformes	gi|985563409|dbj|LC092092.1|	84.00	50	7	1	3	52	3	51	7e-06	51.8

txid195615[ORGN]	Chimaeriformes	gi|2491777301|gb|OQ846496.1|	84.00	50	7	1	3	52	3	51	7e-06	51.8

txid195615[ORGN]	Chimaeriformes	gi|153581782|emb|AM749129.1|	84.00	50	7	1	3	52	318	366	7e-06	51.8

txid195615[ORGN]	Chimaeriformes	gi|153581768|emb|AM749128.1|	84.00	50	7	1	3	52	318	366	7e-06	51.8

txid195615[ORGN]	Chimaeriformes	gi|153581754|emb|AM749127.1|	84.00	50	7	1	3	52	318	366	7e-06	51.8

txid195615[ORGN]	Scombriformes	gi|985563409|dbj|LC092092.1|	98.82	169	2	0	1	169	1	169	9e-80	 297

txid195615[ORGN]	Scombriformes	gi|2491777301|gb|OQ846496.1|	98.82	169	2	0	1	169	1	169	9e-80	 297

txid195615[ORGN]	Scombriformes	gi|153581782|emb|AM749129.1|	98.82	169	2	0	1	169	316	484	9e-80	 297

txid195615[ORGN]	Scombriformes	gi|153581768|emb|AM749128.1|	98.82	169	2	0	1	169	316	484	9e-80	 297

txid195615[ORGN]	Scombriformes	gi|153581754|emb|AM749127.1|	98.82	169	2	0	1	169	316	484	9e-80	 297

txid80720[ORGN]	Clupeiformes	gi|1347724927|ref|NC_036931.1|	75.00	136	32	2	1	134	321	456	1e-18	86.0

txid80720[ORGN]	Clupeiformes	gi|1096114933|dbj|AP017650.1|	75.00	136	32	2	1	134	321	456	1e-18	86.0

txid80720[ORGN]	Clupeiformes	gi|985567160|dbj|LC091827.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Clupeiformes	gi|2491776915|gb|OQ846110.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Clupeiformes	gi|2222646889|gb|OM174271.1|	75.00	136	32	2	1	134	321	456	1e-18	86.0

txid80720[ORGN]	Gadiformes	gi|1347724927|ref|NC_036931.1|	100.00	169	0	0	1	169	321	489	8e-85	 306

txid80720[ORGN]	Gadiformes	gi|1096114933|dbj|AP017650.1|	100.00	169	0	0	1	169	321	489	8e-85	 306

txid80720[ORGN]	Gadiformes	gi|985567160|dbj|LC091827.1|	100.00	169	0	0	1	169	1	169	8e-85	 306

txid80720[ORGN]	Gadiformes	gi|2491776915|gb|OQ846110.1|	100.00	169	0	0	1	169	1	169	8e-85	 306

txid80720[ORGN]	Gadiformes	gi|2222646889|gb|OM174271.1|	100.00	169	0	0	1	169	321	489	8e-85	 306

txid80720[ORGN]	Perciformes	gi|1347724927|ref|NC_036931.1|	77.78	162	22	14	1	148	321	482	6e-29	 121

txid80720[ORGN]	Perciformes	gi|1096114933|dbj|AP017650.1|	77.78	162	22	14	1	148	321	482	6e-29	 121

txid80720[ORGN]	Perciformes	gi|985567160|dbj|LC091827.1|	77.78	162	22	14	1	148	1	162	6e-29	 121

txid80720[ORGN]	Perciformes	gi|2491776915|gb|OQ846110.1|	77.78	162	22	14	1	148	1	162	6e-29	 121

txid80720[ORGN]	Perciformes	gi|2222646889|gb|OM174271.1|	77.78	162	22	14	1	148	321	482	6e-29	 121

txid80720[ORGN]	Salmoniformes	gi|1347724927|ref|NC_036931.1|	76.52	132	31	0	1	132	321	452	2e-22	99.6

txid80720[ORGN]	Salmoniformes	gi|1096114933|dbj|AP017650.1|	76.52	132	31	0	1	132	321	452	2e-22	99.6

txid80720[ORGN]	Salmoniformes	gi|985567160|dbj|LC091827.1|	76.52	132	31	0	1	132	1	132	2e-22	99.6

txid80720[ORGN]	Salmoniformes	gi|2491776915|gb|OQ846110.1|	76.52	132	31	0	1	132	1	132	2e-22	99.6

txid80720[ORGN]	Salmoniformes	gi|2222646889|gb|OM174271.1|	76.52	132	31	0	1	132	321	452	2e-22	99.6

txid80720[ORGN]	Ovalentaria	gi|1347724927|ref|NC_036931.1|	74.07	162	41	1	1	161	321	482	6e-23	 100

txid80720[ORGN]	Ovalentaria	gi|1096114933|dbj|AP017650.1|	74.07	162	41	1	1	161	321	482	6e-23	 100

txid80720[ORGN]	Ovalentaria	gi|985567160|dbj|LC091827.1|	74.07	162	41	1	1	161	1	162	6e-23	 100

txid80720[ORGN]	Ovalentaria	gi|2491776915|gb|OQ846110.1|	74.07	162	41	1	1	161	1	162	6e-23	 100

txid80720[ORGN]	Ovalentaria	gi|2222646889|gb|OM174271.1|	74.07	162	41	1	1	161	321	482	6e-23	 100

txid80720[ORGN]	Cypriniformes	gi|1347724927|ref|NC_036931.1|	87.27	55	7	0	1	55	321	375	4e-13	68.9

txid80720[ORGN]	Cypriniformes	gi|1096114933|dbj|AP017650.1|	87.27	55	7	0	1	55	321	375	4e-13	68.9

txid80720[ORGN]	Cypriniformes	gi|985567160|dbj|LC091827.1|	87.27	55	7	0	1	55	1	55	4e-13	68.9

txid80720[ORGN]	Cypriniformes	gi|2491776915|gb|OQ846110.1|	87.27	55	7	0	1	55	1	55	4e-13	68.9

txid80720[ORGN]	Cypriniformes	gi|2222646889|gb|OM174271.1|	87.27	55	7	0	1	55	321	375	4e-13	68.9

txid80720[ORGN]	Pleuronectiformes	gi|1347724927|ref|NC_036931.1|	74.55	165	35	7	1	161	321	482	2e-23	 102

txid80720[ORGN]	Pleuronectiformes	gi|1096114933|dbj|AP017650.1|	74.55	165	35	7	1	161	321	482	2e-23	 102

txid80720[ORGN]	Pleuronectiformes	gi|985567160|dbj|LC091827.1|	74.55	165	35	7	1	161	1	162	2e-23	 102

txid80720[ORGN]	Pleuronectiformes	gi|2491776915|gb|OQ846110.1|	74.55	165	35	7	1	161	1	162	2e-23	 102

txid80720[ORGN]	Pleuronectiformes	gi|2222646889|gb|OM174271.1|	74.55	165	35	7	1	161	321	482	2e-23	 102

txid80720[ORGN]	Argentiniformes	gi|1347724927|ref|NC_036931.1|	75.00	136	32	2	1	134	321	456	1e-18	86.0

txid80720[ORGN]	Argentiniformes	gi|1096114933|dbj|AP017650.1|	75.00	136	32	2	1	134	321	456	1e-18	86.0

txid80720[ORGN]	Argentiniformes	gi|985567160|dbj|LC091827.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Argentiniformes	gi|2491776915|gb|OQ846110.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Argentiniformes	gi|2222646889|gb|OM174271.1|	75.00	136	32	2	1	134	321	456	1e-18	86.0

txid80720[ORGN]	Chimaeriformes	gi|1347724927|ref|NC_036931.1|	86.89	61	7	1	3	63	323	382	3e-14	71.6

txid80720[ORGN]	Chimaeriformes	gi|1096114933|dbj|AP017650.1|	86.89	61	7	1	3	63	323	382	3e-14	71.6

txid80720[ORGN]	Chimaeriformes	gi|985567160|dbj|LC091827.1|	86.89	61	7	1	3	63	3	62	3e-14	71.6

txid80720[ORGN]	Chimaeriformes	gi|2491776915|gb|OQ846110.1|	86.89	61	7	1	3	63	3	62	3e-14	71.6

txid80720[ORGN]	Chimaeriformes	gi|2222646889|gb|OM174271.1|	86.89	61	7	1	3	63	323	382	3e-14	71.6

txid80720[ORGN]	Scombriformes	gi|1347724927|ref|NC_036931.1|	75.61	164	36	4	1	162	321	482	3e-26	 111

txid80720[ORGN]	Scombriformes	gi|1096114933|dbj|AP017650.1|	75.61	164	36	4	1	162	321	482	3e-26	 111

txid80720[ORGN]	Scombriformes	gi|985567160|dbj|LC091827.1|	75.61	164	36	4	1	162	1	162	3e-26	 111

txid80720[ORGN]	Scombriformes	gi|2491776915|gb|OQ846110.1|	75.61	164	36	4	1	162	1	162	3e-26	 111

txid80720[ORGN]	Scombriformes	gi|2222646889|gb|OM174271.1|	75.61	164	36	4	1	162	321	482	3e-26	 111

txid428034[ORGN]	Clupeiformes	gi|985566065|dbj|LC049643.1|	74.27	171	33	11	1	166	1	165	7e-22	94.2

txid428034[ORGN]	Clupeiformes	gi|985566064|dbj|LC049642.1|	73.68	171	34	11	1	166	1	165	9e-21	89.7

txid428034[ORGN]	Clupeiformes	gi|2491777421|gb|OQ846616.1|	73.68	171	34	11	1	166	1	165	9e-21	89.7

txid428034[ORGN]	Clupeiformes	gi|2491777019|gb|OQ846214.1|	73.68	171	34	11	1	166	1	165	9e-21	89.7

txid428034[ORGN]	Gadiformes	gi|985566065|dbj|LC049643.1|	76.83	164	36	2	1	162	1	164	1e-30	 123

txid428034[ORGN]	Gadiformes	gi|985566064|dbj|LC049642.1|	76.83	164	36	2	1	162	1	164	1e-30	 123

txid428034[ORGN]	Gadiformes	gi|2491777421|gb|OQ846616.1|	76.83	164	36	2	1	162	1	164	1e-30	 123

txid428034[ORGN]	Gadiformes	gi|2491777019|gb|OQ846214.1|	76.83	164	36	2	1	162	1	164	1e-30	 123

txid428034[ORGN]	Gadiformes	gi|2100347245|gb|MT767297.1|	100.00	11	0	0	55	65	273	263	3.7	21.1

txid428034[ORGN]	Perciformes	gi|985566065|dbj|LC049643.1|	78.92	166	19	16	1	150	1	166	2e-34	 134

txid428034[ORGN]	Perciformes	gi|985566064|dbj|LC049642.1|	78.92	166	19	16	1	150	1	166	2e-34	 134

txid428034[ORGN]	Perciformes	gi|2491777421|gb|OQ846616.1|	78.92	166	19	16	1	150	1	166	2e-34	 134

txid428034[ORGN]	Perciformes	gi|2491777019|gb|OQ846214.1|	78.92	166	19	16	1	150	1	166	2e-34	 134

txid428034[ORGN]	Salmoniformes	gi|985566064|dbj|LC049642.1|	74.12	170	41	3	1	168	1	169	1e-24	 103

txid428034[ORGN]	Salmoniformes	gi|2491777421|gb|OQ846616.1|	74.12	170	41	3	1	168	1	169	1e-24	 103

txid428034[ORGN]	Salmoniformes	gi|2491777019|gb|OQ846214.1|	74.12	170	41	3	1	168	1	169	1e-24	 103

txid428034[ORGN]	Salmoniformes	gi|985566065|dbj|LC049643.1|	73.53	170	42	3	1	168	1	169	2e-23	98.7

txid428034[ORGN]	Ovalentaria	gi|985566064|dbj|LC049642.1|	79.39	165	31	3	1	162	1	165	2e-35	 139

txid428034[ORGN]	Ovalentaria	gi|2491777421|gb|OQ846616.1|	79.39	165	31	3	1	162	1	165	2e-35	 139

txid428034[ORGN]	Ovalentaria	gi|2491777019|gb|OQ846214.1|	79.39	165	31	3	1	162	1	165	2e-35	 139

txid428034[ORGN]	Ovalentaria	gi|985566065|dbj|LC049643.1|	78.79	165	32	3	1	162	1	165	2e-34	 134

txid428034[ORGN]	Cypriniformes	gi|985566065|dbj|LC049643.1|	71.82	181	35	16	1	175	1	171	2e-16	76.1

txid428034[ORGN]	Cypriniformes	gi|985566064|dbj|LC049642.1|	71.27	181	36	16	1	175	1	171	2e-16	76.1

txid428034[ORGN]	Cypriniformes	gi|2491777421|gb|OQ846616.1|	71.27	181	36	16	1	175	1	171	2e-16	76.1

txid428034[ORGN]	Cypriniformes	gi|2491777019|gb|OQ846214.1|	71.27	181	36	16	1	175	1	171	2e-16	76.1

txid428034[ORGN]	Pleuronectiformes	gi|985566065|dbj|LC049643.1|	88.89	171	16	3	1	168	1	171	2e-59	 217

txid428034[ORGN]	Pleuronectiformes	gi|985566064|dbj|LC049642.1|	88.30	171	17	3	1	168	1	171	1e-57	 213

txid428034[ORGN]	Pleuronectiformes	gi|2491777421|gb|OQ846616.1|	88.30	171	17	3	1	168	1	171	1e-57	 213

txid428034[ORGN]	Pleuronectiformes	gi|2491777019|gb|OQ846214.1|	88.30	171	17	3	1	168	1	171	1e-57	 213

txid428034[ORGN]	Argentiniformes	gi|985566064|dbj|LC049642.1|	76.47	170	35	5	1	166	1	169	2e-29	 118

txid428034[ORGN]	Argentiniformes	gi|2491777421|gb|OQ846616.1|	76.47	170	35	5	1	166	1	169	2e-29	 118

txid428034[ORGN]	Argentiniformes	gi|2491777019|gb|OQ846214.1|	76.47	170	35	5	1	166	1	169	2e-29	 118

txid428034[ORGN]	Argentiniformes	gi|985566065|dbj|LC049643.1|	75.88	170	36	5	1	166	1	169	8e-28	 113

txid428034[ORGN]	Argentiniformes	gi|1371543744|gb|MH031802.1|	76.92	39	7	2	104	141	1156	1119	1.1	23.8

txid428034[ORGN]	Chimaeriformes	gi|985566065|dbj|LC049643.1|	81.36	59	10	1	3	61	3	60	7e-10	54.5

txid428034[ORGN]	Chimaeriformes	gi|985566064|dbj|LC049642.1|	81.36	59	10	1	3	61	3	60	7e-10	54.5

txid428034[ORGN]	Chimaeriformes	gi|2491777421|gb|OQ846616.1|	81.36	59	10	1	3	61	3	60	7e-10	54.5

txid428034[ORGN]	Chimaeriformes	gi|2491777019|gb|OQ846214.1|	81.36	59	10	1	3	61	3	60	7e-10	54.5

txid428034[ORGN]	Scombriformes	gi|985566064|dbj|LC049642.1|	88.89	171	17	2	1	169	1	171	2e-60	 221

txid428034[ORGN]	Scombriformes	gi|2491777421|gb|OQ846616.1|	88.89	171	17	2	1	169	1	171	2e-60	 221

txid428034[ORGN]	Scombriformes	gi|2491777019|gb|OQ846214.1|	88.89	171	17	2	1	169	1	171	2e-60	 221

txid428034[ORGN]	Scombriformes	gi|985566065|dbj|LC049643.1|	88.30	171	18	2	1	169	1	171	9e-59	 216

txid111784[ORGN]	Clupeiformes	gi|1391895055|dbj|LC385311.1|	74.71	170	32	11	1	166	1	163	2e-22	96.9

txid111784[ORGN]	Clupeiformes	gi|2491777327|gb|OQ846522.1|	74.12	170	33	11	1	166	1	163	1e-20	92.4

txid111784[ORGN]	Clupeiformes	gi|2072646499|gb|MZ621110.1|	74.12	170	33	11	1	166	9	171	1e-20	92.4

txid111784[ORGN]	Clupeiformes	gi|153581838|emb|AM749133.1|	74.12	170	33	11	1	166	316	478	1e-20	92.4

txid111784[ORGN]	Clupeiformes	gi|153581824|emb|AM749132.1|	74.12	170	33	11	1	166	316	478	1e-20	92.4

txid111784[ORGN]	Gadiformes	gi|2491777327|gb|OQ846522.1|	75.46	163	38	2	1	162	1	162	1e-25	 107

txid111784[ORGN]	Gadiformes	gi|2072646499|gb|MZ621110.1|	75.46	163	38	2	1	162	9	170	1e-25	 107

txid111784[ORGN]	Gadiformes	gi|153581838|emb|AM749133.1|	75.46	163	38	2	1	162	316	477	1e-25	 107

txid111784[ORGN]	Gadiformes	gi|153581824|emb|AM749132.1|	75.46	163	38	2	1	162	316	477	1e-25	 107

txid111784[ORGN]	Gadiformes	gi|153581810|emb|AM749131.1|	75.46	163	38	2	1	162	316	477	1e-25	 107

txid111784[ORGN]	Perciformes	gi|2491777327|gb|OQ846522.1|	78.05	164	22	14	1	150	1	164	2e-30	 124

txid111784[ORGN]	Perciformes	gi|2072646499|gb|MZ621110.1|	78.05	164	22	14	1	150	9	172	2e-30	 124

txid111784[ORGN]	Perciformes	gi|153581838|emb|AM749133.1|	78.05	164	22	14	1	150	316	479	2e-30	 124

txid111784[ORGN]	Perciformes	gi|153581824|emb|AM749132.1|	78.05	164	22	14	1	150	316	479	2e-30	 124

txid111784[ORGN]	Perciformes	gi|153581810|emb|AM749131.1|	78.05	164	22	14	1	150	316	479	2e-30	 124

txid111784[ORGN]	Salmoniformes	gi|2491777327|gb|OQ846522.1|	76.33	169	37	3	1	168	1	167	9e-28	 114

txid111784[ORGN]	Salmoniformes	gi|2072646499|gb|MZ621110.1|	76.33	169	37	3	1	168	9	175	9e-28	 114

txid111784[ORGN]	Salmoniformes	gi|153581838|emb|AM749133.1|	76.33	169	37	3	1	168	316	482	9e-28	 114

txid111784[ORGN]	Salmoniformes	gi|153581824|emb|AM749132.1|	76.33	169	37	3	1	168	316	482	9e-28	 114

txid111784[ORGN]	Salmoniformes	gi|153581810|emb|AM749131.1|	76.33	169	37	3	1	168	316	482	9e-28	 114

txid111784[ORGN]	Ovalentaria	gi|1391895055|dbj|LC385311.1|	79.75	163	32	1	1	162	1	163	6e-36	 142

